email,password,userId,role,appointmentId,ratedToUserId,clientIp
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.197
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.198
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.199
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.200
admin@example.com,Admin123!,1,admin,101,2,10.20.1.201
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.202
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.203
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.204
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.205
admin@example.com,Admin123!,1,admin,101,2,10.20.1.206
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.207
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.208
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.209
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.210
admin@example.com,Admin123!,1,admin,101,2,10.20.1.211
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.212
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.213
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.214
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.215
admin@example.com,Admin123!,1,admin,101,2,10.20.1.216
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.217
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.218
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.219
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.220
admin@example.com,Admin123!,1,admin,101,2,10.20.1.221
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.222
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.223
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.224
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.225
admin@example.com,Admin123!,1,admin,101,2,10.20.1.226
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.227
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.228
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.229
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.230
admin@example.com,Admin123!,1,admin,101,2,10.20.1.231
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.232
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.233
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.234
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.235
admin@example.com,Admin123!,1,admin,101,2,10.20.1.236
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.237
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.238
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.239
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.240
admin@example.com,Admin123!,1,admin,101,2,10.20.1.241
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.242
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.243
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.244
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.245
admin@example.com,Admin123!,1,admin,101,2,10.20.1.246
reciclador1@example.com,Pass123!,2,user,101,3,10.20.1.247
reciclador2@example.com,Pass123!,3,user,101,2,10.20.1.248
recolector1@example.com,Pass123!,4,user,102,2,10.20.1.249
institucion1@example.com,Pass123!,5,user,103,4,10.20.1.250
